edad,codigopostal,tipovivienda,dependientes,estadocivil,genero,claveactividad,nivelacademico,telefono,ingreso,egreso,tipoprestamo,tasanormal,tasamoratoria,monto,avales,creditostrabajados,bien,montogarantia,finalidad,remesas,plazo,estatuscuenta
61,70110,2,3,5,1,9999999,7,1,3,2,1,48,48,30000,1,7,1,0,2,1,6,3
63,70117,2,0,5,1,6134019,4,1,4,3,2,42,42,10000,1,16,1,0,2,1,6,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,1,31,1,0,2,1,3,3
64,70137,2,0,2,2,9999999,6,1,3,5,1,48,48,20000,1,2,1,0,2,1,11,3
65,70110,2,0,2,1,6131023,6,1,5,5,1,48,48,10000,0,15,1,0,2,1,11,3
68,70110,2,0,2,1,6131023,4,1,4,3,2,42,42,20000,1,26,1,0,2,1,5,3
63,70117,2,0,5,1,6134019,4,1,4,3,2,42,42,10000,1,16,1,0,2,1,3,3
70,70110,2,4,2,2,9999999,6,1,2,2,1,48,48,10000,0,5,1,0,2,1,11,3
67,70110,2,0,2,1,6999900,6,1,9,2,1,48,48,10000,0,17,1,0,2,1,11,3
71,70110,2,1,2,2,9999999,6,1,3,3,1,48,48,10000,0,9,1,0,2,1,11,3
67,70110,2,0,2,1,6999900,6,1,9,2,2,42,42,30000,1,17,1,0,2,1,11,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,1,31,1,0,2,1,3,3
61,70110,2,3,2,2,9115016,2,1,2,4,1,48,48,50000,1,10,1,1,2,1,11,3
63,70117,2,0,5,1,6134019,4,1,4,3,2,42,42,20000,1,16,1,0,2,1,7,3
73,70720,2,0,4,1,9506009,6,1,2,0,6,24,24,50000,1,16,1,6,2,1,6,3
61,70110,2,3,5,1,9999999,7,1,3,2,1,48,48,5000,0,7,1,0,2,1,9,3
66,70720,2,0,2,1,232017,4,1,4,4,1,48,48,15000,1,12,1,0,2,1,11,3
65,70110,2,0,2,1,6131023,6,1,5,5,2,42,42,35000,1,15,1,0,2,1,3,3
64,70110,2,0,2,2,9999999,7,1,0,0,1,48,48,15000,1,4,1,0,2,1,6,3
68,70110,2,0,2,1,6131023,4,1,4,3,2,42,42,25000,1,26,1,0,2,1,5,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,1,31,1,0,2,1,3,3
64,70110,2,1,2,1,9999999,2,1,2,2,7,72,72,10000,0,4,1,0,2,1,5,3
61,70720,2,2,1,1,9999999,2,1,2,1,2,42,42,30000,1,11,1,0,2,1,11,3
65,70110,2,0,2,1,6131023,6,1,5,5,1,48,48,10000,0,15,1,0,2,1,11,3
67,70110,2,0,5,1,6999900,5,1,5,5,7,72,72,20000,0,9,1,0,2,1,5,3
73,70110,2,1,2,2,9411998,7,1,1,1,1,48,48,10000,0,4,1,0,2,1,11,3
72,70110,2,0,3,1,232017,6,1,0,2,6,24,24,15000,1,18,1,0,2,1,4,3
61,70730,2,4,5,1,9999999,6,1,3,2,1,48,48,15000,0,9,1,0,2,1,11,3
63,70110,2,0,2,2,9999999,6,1,9,0,1,48,48,4500,0,5,1,0,2,1,8,3
63,70110,2,0,3,1,6999900,7,1,4,4,1,48,48,15000,0,19,1,0,2,1,11,3
65,70720,3,4,2,1,9999999,6,1,1,0,2,42,42,5000,0,8,1,0,2,1,9,3
61,70110,2,3,5,1,9999999,7,1,3,2,1,48,48,15000,0,7,1,0,2,1,5,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,0,31,1,0,2,1,3,3
61,70110,2,0,4,1,6999900,6,1,0,4,1,48,48,10000,0,1,1,0,2,1,11,3
64,70137,2,0,2,2,9999999,6,1,3,5,9,18,18,95000,1,2,1,1,1,1,6,3
68,70110,2,0,2,1,6131023,4,1,4,3,2,42,42,21000,0,26,1,0,2,1,9,3
67,70110,2,0,2,1,6999900,6,1,9,2,2,42,42,15000,0,17,1,0,2,1,5,3
63,70117,2,0,5,1,6134019,4,1,4,3,2,42,42,20000,0,16,1,0,2,1,7,3
74,70750,2,0,2,2,9506009,2,1,4,2,1,48,48,15000,0,4,1,0,2,1,11,3
65,70110,2,5,2,2,9999999,2,1,3,2,1,48,48,5000,0,8,1,0,2,1,11,3
71,70110,2,1,2,2,9999999,6,1,3,3,1,48,48,10000,0,9,1,0,2,1,11,3
63,70110,2,1,2,2,9999999,6,1,2,2,1,48,48,5000,0,2,1,0,2,1,11,3
63,70110,2,0,2,2,9999999,6,1,9,0,1,48,48,10000,0,5,1,0,2,1,11,3
68,70720,2,1,4,2,6131023,6,1,4,5,1,48,48,10000,1,15,1,0,2,1,5,3
71,70720,2,3,2,2,9999999,6,1,2,1,1,48,48,20000,0,1,1,0,2,1,11,3
68,70137,2,2,2,2,9999999,6,1,9,0,9,18,18,80000,1,1,1,1,1,1,5,3
62,70110,4,1,2,2,9999999,6,1,8,8,1,48,48,35000,1,4,1,1,2,1,5,3
66,70750,2,1,2,2,9999999,5,1,3,4,9,18,18,80000,0,1,1,1,1,1,6,3
62,70140,2,0,4,2,7121015,6,1,9,3,1,48,48,10000,0,4,1,0,2,1,6,3
64,70110,2,1,2,1,9999999,2,1,2,2,1,48,48,15000,0,4,1,0,2,1,6,3
70,70110,2,1,2,2,9506009,7,1,4,4,6,24,24,15000,0,15,1,0,2,1,5,3
62,70140,2,0,2,1,8719017,6,1,9,6,1,48,48,15000,0,11,1,0,2,1,6,3
73,70110,2,1,2,2,9411998,7,1,1,1,1,48,48,10000,0,4,1,0,2,1,11,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,0,31,1,0,2,1,3,3
61,70110,2,3,5,1,9999999,7,1,3,2,10,30,30,36000,1,7,1,0,2,1,11,3
65,70110,2,0,2,1,6131023,6,1,5,5,2,42,42,15000,0,15,1,0,2,1,11,3
61,70110,2,1,2,2,9999999,6,1,2,1,1,48,48,20000,0,1,1,0,2,1,5,3
73,70720,2,0,4,1,9506009,6,1,2,0,6,24,24,50000,1,16,1,6,2,1,11,3
61,70735,2,2,2,2,9999999,7,1,9,7,1,48,48,24000,0,6,1,0,2,1,5,3
65,70110,2,0,2,1,6131023,6,1,5,5,2,42,42,35000,1,15,1,0,2,1,5,3
68,70720,2,1,4,2,6131023,6,1,4,5,1,48,48,15000,0,15,1,0,2,1,5,3
61,70750,2,5,2,2,9506009,7,1,1,1,1,48,48,15000,0,3,1,0,2,1,6,3
61,70720,2,0,2,2,9506009,2,1,2,0,7,72,72,5000,0,4,1,0,2,1,7,3
62,70110,4,1,2,2,9999999,6,1,8,8,10,30,30,80000,0,4,1,1,2,1,5,3
63,70720,2,1,2,2,2711019,6,1,2,2,1,48,48,5000,0,11,1,0,2,1,6,3
61,70720,2,1,3,1,9506009,2,1,4,4,1,48,48,10000,0,3,1,0,2,1,11,3
64,70140,2,1,2,2,9113010,5,1,2,0,1,48,48,5000,0,5,1,0,2,1,5,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,25000,0,31,1,0,2,1,3,3
71,70110,2,1,2,2,9999999,6,1,3,3,1,48,48,15000,0,9,1,0,2,1,11,3
66,70110,2,0,2,1,2093011,4,1,0,2,2,42,42,15000,0,9,1,0,2,1,9,3
62,70140,2,0,2,1,8719017,6,1,9,6,2,42,42,20000,0,11,1,0,2,1,11,3
63,70110,2,0,3,1,6999900,7,1,4,4,1,48,48,15000,0,19,1,0,2,1,11,3
63,70100,2,0,2,1,6100002,6,1,2,3,9,18,18,80000,0,2,1,1,1,1,6,3
68,70110,2,0,2,1,6131023,4,1,4,3,2,42,42,15000,0,26,1,0,2,1,5,3
61,70730,2,4,5,1,9999999,6,1,3,2,2,42,42,15000,0,9,1,0,2,1,11,3
65,70110,2,5,2,2,9999999,2,1,3,2,1,48,48,15000,0,8,1,0,2,1,11,3
65,70750,2,0,2,2,9506009,2,1,2,2,9,18,18,30000,0,3,1,0,1,1,6,3
68,70110,2,0,2,2,4111027,6,1,1,0,4,24,24,5000,0,6,1,0,2,1,11,3
72,70110,2,0,3,1,232017,6,1,0,2,6,24,24,15000,0,18,1,0,2,1,11,3
63,70110,2,1,2,2,9999999,6,1,2,2,1,48,48,5000,0,2,1,0,2,1,11,3
66,70110,2,0,4,1,8712011,6,1,5,5,1,48,48,10000,0,1,1,0,2,1,11,3
67,70110,2,0,5,1,6999900,5,1,5,5,1,48,48,15000,0,9,1,0,2,1,5,3
63,70110,2,2,3,2,9999999,2,1,3,3,1,48,48,10000,0,3,1,0,2,1,11,3
61,70720,2,2,1,1,9999999,2,1,2,1,2,42,42,20000,0,11,1,0,2,1,5,3
68,70720,2,1,2,2,9999999,5,1,3,1,4,24,24,10000,0,4,1,0,2,1,2,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,30000,0,31,1,0,2,1,3,3
65,70110,2,0,2,1,6131023,6,1,5,5,1,48,48,15000,0,15,1,0,2,1,4,3
64,70110,2,0,2,2,9999999,7,1,0,0,1,48,48,15000,0,4,1,0,2,1,6,3
68,70720,2,1,4,2,6131023,6,1,4,5,1,48,48,15000,0,15,1,0,2,1,5,3
63,70110,2,0,3,1,6999900,7,1,4,4,1,48,48,24000,0,19,1,0,2,1,6,3
61,70720,2,1,3,1,9506009,2,1,4,4,1,48,48,20000,0,3,1,0,2,1,5,3
68,70110,2,0,2,1,6131023,4,1,4,3,2,42,42,15000,0,26,1,0,2,1,8,3
73,70110,2,1,2,2,9411998,7,1,1,1,1,48,48,15000,1,4,1,0,2,1,6,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,30000,0,31,1,0,2,1,3,3
66,70110,2,0,2,1,2093011,4,1,0,2,2,42,42,15000,0,9,1,0,2,1,9,3
70,70110,2,1,2,2,9506009,7,1,4,4,6,24,24,20000,0,15,1,0,2,1,5,3
67,70725,2,1,3,2,9999999,6,1,0,0,3,18,18,500,0,1,5,0,2,1,2,3
73,70720,2,0,4,1,9506009,6,1,2,0,6,24,24,50000,1,16,1,6,2,1,6,3
65,70110,2,0,2,1,9999999,6,1,6,6,1,48,48,15000,0,4,1,0,2,1,6,3
63,70117,2,0,5,1,6134019,4,1,4,3,2,42,42,25000,0,16,1,0,2,1,7,3
63,70110,2,0,3,1,6999900,7,1,4,4,1,48,48,10000,0,19,1,0,2,1,4,3
71,70110,2,1,2,2,9999999,6,1,3,3,1,48,48,10000,0,9,1,0,2,1,11,3
62,70706,2,1,2,2,9999999,4,1,0,0,4,24,24,4000,0,8,1,0,2,1,8,3
73,70117,2,0,2,1,6131023,6,1,7,6,2,42,42,30000,0,31,1,0,2,1,3,3
65,70110,2,5,2,2,9999999,2,1,3,2,1,48,48,15000,0,8,1,0,2,1,11,3
83,70230,2,0,2,2,149907,4,1,3,2,4,24,24,2000,0,17,1,0,2,1,5,3
73,70330,2,2,3,1,9999999,4,1,1,0,1,48,48,5000,0,12,1,0,2,1,10,3
70,70230,2,0,3,1,6999900,4,1,9,0,4,24,24,2000,0,13,1,0,2,1,5,3
61,70330,2,1,5,1,2411015,4,1,0,0,2,42,42,5000,0,11,1,0,2,1,6,3
69,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,5000,0,13,1,0,2,1,5,3
67,70330,2,2,4,1,9999999,4,1,1,1,3,18,18,2000,0,2,5,0,2,1,1,3
65,70335,2,2,2,2,9999999,4,1,0,0,4,24,24,4000,0,13,1,0,2,1,5,3
69,70330,2,0,5,1,6999900,4,1,4,5,2,42,42,10000,0,27,1,0,2,1,5,3
65,70330,2,3,2,2,149907,4,1,0,0,3,18,18,2500,0,9,5,1,2,1,2,3
67,70330,2,0,3,1,6999900,4,1,3,0,4,24,24,5000,0,19,1,0,2,1,5,3
70,70330,2,0,2,2,100008,4,1,2,0,4,24,24,4000,0,20,1,0,2,1,3,3
72,70330,2,0,3,1,2411015,4,1,0,2,2,42,42,5000,1,20,1,0,2,1,5,3
77,70330,2,0,2,2,3095016,4,1,0,3,2,42,42,20000,1,16,1,0,2,1,5,3
68,70230,2,4,2,2,149907,4,1,2,0,4,24,24,3000,0,21,1,0,2,1,5,3
70,70230,2,1,2,2,9999999,4,1,0,0,4,24,24,4000,0,6,1,0,2,1,5,3
61,70334,2,0,2,1,6999900,4,1,0,1,1,48,48,5000,0,19,1,0,2,1,7,3
67,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,5000,0,3,1,0,2,1,7,3
66,70330,2,0,2,1,6999900,4,1,2,4,2,42,42,20000,0,19,1,0,2,1,7,3
68,70230,2,0,2,2,9999999,6,1,1,0,4,24,24,3000,0,19,1,0,2,1,5,3
69,70350,2,0,3,1,2071017,4,1,2,1,2,42,42,15000,1,17,1,0,2,1,7,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
64,70330,2,0,2,1,2319011,4,1,0,0,2,42,42,8000,0,17,1,0,2,1,11,3
82,70335,2,0,3,2,219908,4,1,5,1,6,24,24,30000,1,18,1,0,2,1,11,3
65,70330,2,0,2,1,6999900,4,1,9,9,2,42,42,7000,0,31,1,0,2,1,3,3
65,70334,2,0,3,1,6999900,4,1,0,2,2,42,42,30000,0,26,1,0,2,1,6,3
70,70330,2,0,2,2,100008,4,1,1,0,4,24,24,5000,0,27,1,0,2,1,5,3
69,70340,2,0,2,2,219908,4,1,5,0,4,24,24,5000,0,16,1,0,2,1,5,3
68,70330,2,0,2,1,9999999,4,1,2,2,2,42,42,25000,1,12,1,0,2,1,11,3
63,70340,2,0,2,1,6999900,4,1,0,0,1,48,48,10000,0,18,1,0,2,1,8,3
70,70350,2,2,4,2,219908,4,1,7,2,1,48,48,10000,0,4,1,0,2,1,6,3
71,70330,2,0,2,2,6121032,4,1,4,7,1,48,48,15000,0,6,1,0,2,1,11,3
61,70330,2,1,2,2,219908,6,1,5,4,1,48,48,25000,1,2,1,0,2,1,7,3
70,70330,2,0,2,2,100008,4,1,2,0,4,24,24,5000,0,20,1,0,2,1,4,3
65,70330,2,3,2,2,149907,4,1,0,0,3,18,18,2200,0,9,5,1,2,1,1,3
76,70340,2,3,2,1,9999999,4,1,2,3,2,42,42,15000,1,17,1,0,2,1,8,3
64,70330,2,0,5,2,6999900,5,1,0,3,2,42,42,15000,0,17,1,0,2,1,5,3
71,70330,2,0,3,2,219908,4,1,9,3,4,24,24,5000,0,12,1,0,2,1,5,3
62,70230,2,1,4,2,100008,4,1,2,0,4,24,24,4000,0,24,1,0,2,1,5,3
75,70335,2,0,2,2,100008,6,1,1,1,4,24,24,5000,0,24,1,0,2,1,5,3
72,70341,2,0,5,1,6999900,4,1,0,0,2,42,42,10000,0,21,1,0,2,1,10,3
64,70230,2,2,3,1,232017,6,1,0,0,4,24,24,4000,0,17,1,0,2,1,5,3
65,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,8000,0,17,1,0,2,1,5,3
72,70330,2,0,2,1,9999999,4,1,2,1,2,42,42,10000,1,21,1,0,2,1,7,3
63,70338,2,0,5,1,9331018,4,1,9,0,1,48,48,8000,0,8,1,0,2,1,8,3
67,70330,2,1,5,1,9999999,4,1,3,3,2,42,42,15000,0,26,1,0,2,1,6,3
69,70230,2,0,2,1,141010,4,1,3,0,4,24,24,4000,0,11,1,0,2,1,5,3
74,70335,2,0,2,2,9999999,4,1,3,0,4,24,24,3000,0,14,1,0,2,1,5,3
67,70330,2,2,2,1,6999900,4,1,0,0,2,42,42,15000,0,10,1,0,2,1,6,3
69,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,5000,0,13,1,0,2,1,5,3
69,70330,2,0,5,1,6999900,4,1,4,5,2,42,42,20000,0,27,1,0,2,1,5,3
64,70330,2,0,2,2,2000008,7,1,5,5,1,48,48,7000,0,4,1,0,2,1,11,3
67,70330,2,0,3,1,6999900,4,1,3,0,4,24,24,5000,0,19,1,0,2,1,5,3
72,70330,2,0,3,1,2411015,4,1,0,2,2,42,42,6000,0,20,1,0,2,1,5,3
62,70330,2,0,2,2,100008,4,1,0,3,2,42,42,15000,0,26,1,0,2,1,8,3
64,70341,2,0,2,1,9999999,4,1,0,0,1,48,48,5000,0,4,1,0,2,1,5,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
66,70330,2,0,2,2,2319011,6,1,2,0,1,48,48,10000,1,17,1,0,2,1,5,3
65,70330,2,0,2,1,6999900,4,1,9,9,2,42,42,8000,0,31,1,0,2,1,3,3
70,70230,2,1,2,2,9999999,4,1,0,0,4,24,24,4000,0,6,1,0,2,1,5,3
62,70330,2,0,2,1,2071017,4,1,0,2,1,48,48,5000,0,13,1,0,2,1,5,3
63,70335,2,0,2,2,219908,4,1,0,0,4,24,24,5000,0,10,1,0,2,1,5,3
77,70330,2,0,2,2,3095016,4,1,0,3,2,42,42,20000,1,16,1,0,2,1,6,3
65,70330,2,0,2,2,2633023,4,1,3,2,1,48,48,15000,0,22,1,0,2,1,11,3
63,70340,2,2,2,1,9999999,4,1,0,0,1,48,48,10000,0,12,1,0,2,1,10,3
68,70230,2,4,2,2,149907,4,1,2,0,4,24,24,3000,0,21,1,0,2,1,5,3
65,70330,2,0,2,1,2096015,4,1,0,0,2,42,42,5000,0,25,1,0,2,1,5,3
65,70350,2,0,4,2,219908,6,1,2,4,5,36,36,70000,1,4,1,1,2,1,11,3
63,70335,2,0,2,2,219908,4,1,0,0,2,42,42,25000,1,10,1,0,2,1,7,3
68,70230,2,0,2,2,9999999,6,1,1,0,4,24,24,3000,0,19,1,0,2,1,5,3
62,70330,2,0,2,2,149907,6,1,1,0,5,36,36,60000,1,4,1,1,2,1,6,3
70,70330,2,0,2,2,100008,4,1,1,0,4,24,24,5000,0,27,1,0,2,1,5,3
61,70334,2,0,2,1,6999900,4,1,0,1,1,48,48,7000,0,19,1,0,2,1,8,3
67,70330,2,0,2,1,2000008,4,1,0,1,2,42,42,10000,0,15,1,0,2,1,8,3
66,70330,2,0,2,1,6999900,4,1,2,4,2,42,42,20000,0,19,1,0,2,1,7,3
65,70334,2,0,3,1,6999900,4,1,0,2,2,42,42,15000,0,26,1,0,2,1,5,3
69,70340,2,0,2,2,219908,4,1,5,0,4,24,24,5000,0,16,1,0,2,1,5,3
71,70230,2,0,2,2,6999900,6,1,8,3,4,24,24,4000,0,19,1,0,2,1,5,3
73,70330,2,2,3,1,9999999,4,1,1,0,1,48,48,6000,0,12,1,0,2,1,11,3
71,70330,2,0,3,2,219908,4,1,9,3,4,24,24,4000,0,12,1,0,2,1,5,3
70,70350,2,2,4,2,219908,4,1,7,2,1,48,48,10000,0,4,1,0,2,1,5,3
72,70340,2,0,3,1,9999999,4,1,9,0,1,48,48,12000,1,4,1,0,2,1,6,3
64,70330,2,0,5,2,6999900,5,1,0,3,2,42,42,10000,0,17,1,0,2,1,5,3
70,70330,2,0,2,2,100008,4,1,2,0,4,24,24,3000,0,20,1,0,2,1,3,3
61,70334,2,0,2,1,6999900,4,1,0,3,11,54,54,5000,1,7,1,0,2,1,9,3
64,70330,2,0,2,1,8123143,4,1,2,0,1,48,48,10000,1,5,1,0,2,1,11,3
63,70330,2,0,2,2,6200000,4,1,9,3,2,42,42,45000,2,10,1,0,2,1,6,3
61,70330,2,1,3,1,9999999,2,1,9,3,1,48,48,15000,0,5,1,0,2,1,11,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
65,70330,2,0,2,1,6999900,4,1,9,9,2,42,42,8000,0,31,1,0,2,1,3,3
65,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,5000,0,3,1,0,2,1,10,3
69,70350,2,0,3,1,2071017,4,1,2,1,2,42,42,15000,0,17,1,0,2,1,7,3
62,70230,2,1,4,2,100008,4,1,2,0,4,24,24,4000,0,24,1,0,2,1,5,3
72,70330,2,0,3,1,2411015,4,1,0,2,2,42,42,8000,0,20,1,0,2,1,7,3
65,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,8000,0,17,1,0,2,1,5,3
67,70330,2,0,5,1,6999900,4,1,0,1,1,48,48,10000,1,6,1,0,2,1,11,3
64,70230,2,2,3,1,232017,6,1,0,0,4,24,24,5000,0,17,1,0,2,1,5,3
83,70230,2,0,2,2,149907,4,1,3,2,4,24,24,3000,0,17,1,0,2,1,5,3
82,70330,2,1,2,2,149907,4,1,0,1,6,24,24,15000,1,14,1,0,2,1,7,3
72,70330,2,0,2,1,9999999,6,1,1,1,1,48,48,15000,0,6,1,0,2,1,6,3
69,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,5000,0,13,1,0,2,1,5,3
64,70330,2,0,3,1,6999900,4,1,1,1,2,42,42,10000,0,18,1,0,2,1,10,3
78,70330,2,1,2,2,219908,4,1,3,2,4,24,24,3000,0,22,1,0,2,1,5,3
69,70330,2,0,5,1,6999900,4,1,4,5,2,42,42,20000,0,27,1,0,2,1,5,3
63,70330,2,0,2,1,9999999,4,1,0,0,1,48,48,24000,1,14,1,0,2,1,6,3
67,70330,2,0,3,1,6999900,4,1,3,0,4,24,24,5000,0,19,1,0,2,1,5,3
66,70330,2,0,2,2,2319011,6,1,2,0,4,24,24,5000,0,17,1,0,2,1,5,3
69,70230,2,0,2,1,141010,4,1,3,0,4,24,24,4000,0,11,1,0,2,1,5,3
75,70335,2,0,2,2,100008,6,1,1,1,4,24,24,5000,0,24,1,0,2,1,5,3
70,70230,2,1,2,2,9999999,4,1,0,0,4,24,24,4000,0,6,1,0,2,1,5,3
65,70330,2,0,2,2,9999999,4,1,2,2,6,24,24,25000,1,22,1,0,2,1,6,3
72,70330,2,0,2,1,9999999,4,1,2,1,2,42,42,17000,1,21,1,0,2,1,9,3
77,70330,2,0,2,1,2400000,4,1,1,4,2,42,42,25000,1,19,1,0,2,1,6,3
65,70330,2,0,2,1,2096015,4,1,0,0,2,42,42,5000,0,25,1,0,2,1,5,3
77,70330,2,0,2,2,3095016,4,1,0,3,2,42,42,20000,1,16,1,0,2,1,5,3
68,70230,2,4,2,2,149907,4,1,2,0,4,24,24,3000,0,21,1,0,2,1,5,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
71,70330,2,0,3,2,219908,4,1,9,3,4,24,24,5000,0,12,1,0,2,1,5,3
62,70330,2,0,2,2,100008,4,1,0,3,4,24,24,5000,0,26,1,0,2,1,5,3
65,70330,2,0,2,1,6999900,4,1,9,9,2,42,42,8000,0,31,1,0,2,1,3,3
70,70330,2,0,2,2,100008,4,1,1,0,4,24,24,5000,0,27,1,0,2,1,5,3
68,70230,2,0,2,2,9999999,6,1,1,0,4,24,24,3000,0,19,1,0,2,1,5,3
64,70330,2,2,2,2,9999999,4,1,0,0,1,48,48,10000,1,2,1,0,2,1,6,3
70,70230,2,0,3,1,6999900,4,1,9,0,4,24,24,3000,0,13,1,0,2,1,5,3
76,70330,2,2,2,2,6999900,6,1,5,5,1,48,48,15000,1,6,1,0,2,1,6,3
61,70330,2,1,2,2,219908,6,1,5,4,8,21,21,60000,1,2,1,1,1,1,9,3
71,70230,2,0,2,2,6999900,6,1,8,3,4,24,24,4000,0,19,1,0,2,1,5,3
82,70335,2,0,3,2,219908,4,1,5,1,4,24,24,5000,0,18,1,0,2,1,5,3
62,70230,2,1,4,2,100008,4,1,2,0,4,24,24,5000,0,24,1,0,2,1,5,3
68,70330,2,0,2,1,9999999,4,1,2,2,2,42,42,30000,1,12,1,0,2,1,5,3
65,70334,2,0,3,1,6999900,4,1,0,2,2,42,42,35000,1,26,1,0,2,1,5,3
64,70330,2,0,2,2,2000008,7,1,5,5,1,48,48,7000,0,4,1,0,2,1,11,3
72,70330,2,0,2,2,149907,6,1,4,0,4,24,24,5000,0,11,1,0,2,1,5,3
61,70330,2,1,5,1,2411015,4,1,0,0,2,42,42,20000,0,11,1,0,2,1,6,3
67,70350,2,0,4,1,9999999,7,1,3,0,5,36,36,51000,1,5,1,1,2,1,11,3
64,70330,2,0,5,2,6999900,5,1,0,3,2,42,42,10000,0,17,1,0,2,1,5,3
66,70330,2,0,2,1,6999900,4,1,2,4,2,42,42,20000,0,19,1,0,2,1,7,3
70,70330,2,0,2,1,2000008,4,1,9,0,1,48,48,5000,0,13,1,0,2,1,10,3
82,70335,2,0,3,2,219908,4,1,5,1,6,24,24,30000,1,18,1,0,2,1,11,3
63,70335,2,0,2,2,219908,4,1,0,0,2,42,42,10000,0,10,1,0,2,1,7,3
70,70330,2,0,2,2,100008,4,1,2,0,4,24,24,5000,0,20,1,0,2,1,5,3
75,70335,2,0,2,2,100008,6,1,1,1,4,24,24,3000,0,24,1,0,2,1,5,3
61,70334,2,0,2,1,6999900,4,1,0,1,1,48,48,7000,0,19,1,0,2,1,8,3
65,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,9000,0,17,1,0,2,1,6,3
64,70230,2,2,3,1,232017,6,1,0,0,4,24,24,5000,0,17,1,0,2,1,5,3
83,70230,2,0,2,2,149907,4,1,3,2,4,24,24,2500,0,17,1,0,2,1,5,3
66,70330,2,0,2,2,2319011,6,1,2,0,1,48,48,15000,1,17,1,0,2,1,5,3
65,70330,2,0,2,2,9999999,4,1,2,2,4,24,24,5000,0,22,1,0,2,1,3,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
72,70330,2,0,3,1,2411015,4,1,0,2,2,42,42,10000,0,20,1,0,2,1,7,3
63,70338,2,0,5,1,9331018,4,1,9,0,1,48,48,8000,0,8,1,0,2,1,8,3
69,70330,2,0,2,1,6999900,4,1,0,1,2,42,42,5000,0,13,1,0,2,1,5,3
78,70330,2,1,2,2,219908,4,1,3,2,4,24,24,4000,0,22,1,0,2,1,5,3
65,70330,2,0,2,1,6999900,4,1,9,9,2,42,42,10000,0,31,1,0,2,1,3,3
74,70330,2,0,2,1,6999900,4,1,0,4,2,42,42,10000,1,11,1,0,2,1,5,3
62,70330,2,0,5,1,2319011,6,1,0,0,1,48,48,15000,0,2,1,0,2,1,5,3
72,70341,2,0,5,1,6999900,4,1,0,0,2,42,42,5000,0,21,1,0,2,1,8,3
62,70330,2,0,2,2,100008,4,1,0,3,2,42,42,27000,0,26,1,0,2,1,5,3
67,70330,2,0,3,1,6999900,4,1,3,0,4,24,24,5000,0,19,1,6,2,1,5,3
62,70330,2,0,2,2,100008,4,1,0,3,4,24,24,5000,0,26,1,0,2,1,2,3
71,70330,2,0,3,2,219908,4,1,9,3,4,24,24,5000,0,12,1,0,2,1,5,3
65,70330,2,0,2,1,2096015,4,1,0,0,2,42,42,5000,0,25,1,0,2,1,5,3
69,70350,2,0,3,1,2071017,4,1,2,1,2,42,42,10000,0,17,1,0,2,1,7,3
69,70330,2,0,5,1,6999900,4,1,4,5,2,42,42,20000,0,27,1,0,2,1,5,3
64,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,6000,0,18,1,0,2,1,9,3
61,70334,2,0,2,1,6999900,4,1,0,3,1,48,48,10000,0,7,1,0,2,1,9,3
69,70230,2,0,2,1,141010,4,1,3,0,4,24,24,4000,0,11,1,0,2,1,5,3
65,70330,2,0,2,2,2633023,4,1,3,2,4,24,24,5000,0,22,1,0,2,1,5,3
63,70330,2,1,2,2,9506009,2,1,3,2,1,48,48,15000,0,6,1,0,2,1,11,3
68,70230,2,4,2,2,149907,4,1,2,0,4,24,24,4000,0,21,1,0,2,1,5,3
82,70330,2,1,2,2,149907,4,1,0,1,6,24,24,15000,1,14,1,0,2,1,7,3
70,70330,2,0,2,2,100008,4,1,1,0,4,24,24,5000,0,27,1,0,2,1,5,3
70,70330,2,0,4,1,6999900,6,1,0,3,2,42,42,7000,0,40,1,0,2,1,3,3
68,70230,2,0,2,2,9999999,6,1,1,0,4,24,24,3000,0,19,1,0,2,1,5,3
